pid, patent #, year,  tech area, title, city, state, country, url, status, cpc_class
pat0149,7924582,2011,Solar Inverter,Switching device and method  in particular for photovoltaic generators ,Niestetal,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=60&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H02J 3/383Ê(20130101)
pat0150,7925552,2011,Solar Monitoring,RENEWABLE ENERGY SYSTEM MONITOR ,Foster City  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=167&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat0151,7929324,2011,Solar Inverter,Blade architecture array converter ,Sunnyvale  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7929324.PN.&OS=PN/7929324&RS=PN/7929324,valid,H02J 3/382Ê(20130101); H02M 7/493Ê(20130101); H02M 2001/0064Ê(20130101); H02M 2003/1586Ê(20130101)
pat0152,7929325,2011,Solar Inverter,High efficiency  multi-source photovoltaic inverter ,Niskayuna  NY,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7929325,valid,H02M 3/1588Ê(20130101); H02M 3/3374Ê(20130101); H02M 2001/007Ê(20130101); Y02B 70/1425Ê(20130101); Y02B 70/1433Ê(20130101); Y02B 70/1466Ê(20130101); Y02E 10/56Ê(20130101)
pat0153,7929326,2011,Solar Inverter,Distributed multiphase converters,Sunnyvale  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7929326.PN.&OS=PN/7929326&RS=PN/7929326,valid,H02M 3/155Ê(20130101); H02M 3/158Ê(20130101)
pat0154,7931488,2011,Solar Mounting/Rack ,Connection and junction box for a solar module,Blomberg,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=52&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0155,7938661,2011,Solar Mounting/Rack;   ,Photovoltaic module connector assembly,Berwyn  PA,PA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=51&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0156,7940032,2011,Solar Inverter,Power supply having maximum power point tracking function ,Gyunggi-do  Korea,,Korea,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=58&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,invalid url,
pat0157,7952897,2011,Solar Inverter; Solar Monitoring,System for producing electric power from renewable sources and a control method thereof ,Arezzo,,Italy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=57&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H05K 7/20945Ê(20130101)
pat0158,7955134,2011,Solar Inverter,Photovoltaic inverter,Niestetal,,Germany,http://www.google.com/patents?id=KejmAQAAEBAJ&zoom=4&dq=solar%20inverter&pg=PA1#v=onepage&q=solar%20inverter&f=false,invalid url,
pat0159,7960863,2011,Solar Inverter; Solar Monitoring,System and method of determining maximum power point tracking for a solar power inverter ,Bend  OR,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=55&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,G01R 31/028Ê(20130101); H02H 7/16Ê(20130101)
pat0160,7962247,2011,Solar Monitoring,Computer implemented systems and methods for start-up  calibration and troubleshooting of an installed renewable energy system ,Camarillo  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=153&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat0161,7962249,2011,Solar Monitoring,Method and system for providing central control in an energy generating system ,Santa Clara  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=152&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat0162,7964837,2011,Solar Inverter; Solar Mounting/Rack,Photovoltaic inverter interface device  system  and method ,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=54&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H01R 12/592Ê(20130101)
pat0163,7969757,2011,Solar Inverter,Apparatus providing bias to solar cells ,Sunnyvale  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7969757.PN.&OS=PN/7969757&RS=PN/7969757,valid,H01L 31/02021Ê(20130101); H01L 31/0296Ê(20130101); H02J 3/382Ê(20130101); Y02E 10/50Ê(20130101)
