No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,Solar Finance/ Business Model,Miscellaneous
549,2011,2012,29-Mar-12,US 2012/0073219 A1,Michael Zuritis,,Solar Mounting/Rack,"13/079,947","SOLAR ARRAY SUPPORT STRUCTURE, MOUNTING RAIL AND METHOD OF INSTALLATION THEREOF",5-Apr-11,,,,"(Ballston Lake, NY)",NY,USA,"Disclosed herein is a mounting rail for a solar array support structure that includes a main body having a top and a bottom, the main body extending from a first end to a second end, the main body including a dual web having a first vertical element and a second vertical element. Further, the mounting rail includes a solar panel mounting portion extending along the top of the main body, the solar panel mounting portion configured to secure the solar panel to the mounting rail. Finally, the mounting rail includes a first flange extending from the bottom of the first vertical element, the first flange including a first pair of holes configured to receive two ends of a U-bolt, the first pair of holes spaced apart substantially equal to a width of a horizontal rail of a solar array support structure.",Ground-mounted PV mounting structure,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120073219%22.PGNR.&OS=DN/20120073219&RS=DN/20120073219,0,0,,,Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
550,2011,2012,13-Sep-12,US 2012/0227791 A1,Peter Vari,,Solar Mounting/Rack,13/135942,"Mounting, grounding and wire management systems for solar panel arrays ",19-Jul-11,,,,"(Richboro, PA)",PA,USA,"Systems for mounting and retaining solar panels are disclosed. In particular, systems for conventional tilted roofs (gable, hip, etc.) and for ground installations. Additionally, systems for electrically grounding the components of a solar panel assembly and systems for managing the many electrical wires that must be run along the installation to interconnect and ground the solar panels and supporting structures are disclosed.",Mounting system that does not need clamps or fasteners; built-in grounding equipment,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120227791%22.PGNR.&OS=DN/20120227791&RS=DN/20120227791,,,,"[0001] This application is related to pending U.S. patent application Ser. No. 12/657,322, filed Jan. 19, 2010 entitled ""FASTENER FREE ASSEMBLY FOR SOLAR PANEL ARRAYS"" and pending U.S. Patent Application Ser. No. 61/400,602, filed Jul. 30, 2010 entitled ""SOLAR RACKING SYSTEM both of which are incorporated in their entirety herein by reference.""",Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
551,2011,2012,9-Feb-12,US 2012/0031862 A1,"Michael A. Belikoff, John Anthony Bellacicco, Henry B. Cabuhay, John Hartelius, Chris Mahn, Michael J. Monaco, Sharad Ramani, Mark Zeni",,Solar Mounting/Rack,"13/197,175",FOLDING MOUNT FOR PHOTOVOLTAIC MODULES ,3-Aug-11,Individual,,,"(Mendham, NJ)",NJ,USA,"This invention relates to photovoltaic modules and arrays, methods of assembling photovoltaic arrays, and methods for shipping components of photovoltaic arrays.",mounting system can fold for easier shipping,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120031862%22.PGNR.&OS=DN/20120031862&RS=DN/20120031862,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
552,2011,2012,9-Aug-12,US 2012/0198779 A1,Takashi TACHINO,,Solar Mounting/Rack,"13/214,308",SOLAR PANEL MOUNTING STRUCTURE,22-Aug-11,Individual,,,(Tokyo),,Japan,"Provided is a solar panel mounting structure excellent in cleaning workability and maintenance easiness after construction. A solar panel mounting structure 10 includes: a fixation member 12 as an angle member, which has an L-shape in cross section, and is firmly fixed onto a roofing 11 composed of a metal plate as a magnetic material; solar panels 14, each of which is rotatably held on the fixation member 12 while interposing an insertion/extraction hinge 13 mounted on an upper edge of an erected portion 12a of the fixation member 12; and a magnetic engaging device 15 provided between the solar panel 14 and the roofing 11 in order to detachably fix the solar panel 14 to the roofing 11. The fixation member 12 is firmly fixed to the roofing 11 while interposing a double-sided adhesive tape 16 and an adhesive agent 17 therebetween. The magnetic engaging device 15 includes: a cup-like casing 19 mounted to a lower surface of the solar panel 14 by a screw 18; and a ferrite magnet 20...",Solar mounting structure that rotates for easy maintance of panels and roof,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120198779%22.PGNR.&OS=DN/20120198779&RS=DN/20120198779,0,0,,,Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
553,2011,2012,3-May-12,US 2012/0102853 A1,Nathan Rizzo,,Solar Mounting/Rack,"13/253,960",MOUNT FOR PITCHED ROOF AND METHOD OF USE,5-Oct-11,Individual,,,undisclosed,,USA,"In one embodiment, there is a mount for a pitched roof. The mount comprises a fastening plate. The fastening plate includes at least one support extending upwardly from the fastening plate to support a pair of mounting surfaces a predetermined distance above the pitched roof. At least a portion of the fastening plate extends laterally from the one or more supports. The pair of mounting surfaces is configured to support at least one photovoltaic panel. The mount further includes a clamp housing between the pair of mounting surfaces and receives a clamp. The clamp comprises a pair of laterally extending clamp plates and at least one clamp stabilizer configured to prevent the clamp plate from tilting when the clamping force is applied.",mechanical elements for solar mounting system on rooftops,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120102853%22.PGNR.&OS=DN/20120102853&RS=DN/20120102853,0,0,,"[0001] The present application claims the benefit of U.S. Provisional Application 61/404,618 filed Oct. 5, 2010 and U.S. Provisional Application 61/431,112 filed Jan. 10, 2011. Both of these applications are incorporated by reference herein in their entirety.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
554,2011,2012,12-Apr-12,US 2012/0085390 A1,"Richard L. Johnson, JR., Richard J. Russell, Michael F. Turk",,Solar Mounting/Rack,"13/271,331",INTEGRATED SHIPPING AND INSTALLATION RACKING,12-Oct-11,Individual,,,"(La Crescenta, CA)",CA,USA,"The present invention relates to an adjustable racking system for transporting and mounting one or more solar panels to, for example, a rooftop.",,"device that is used to transport PV panels, but can also be employed in mounting process. ",http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=54&f=G&l=50&d=PG01&s1=mounting.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/photovoltaic&RS=ACLM/mounting+AND+ACLM/photovoltaic,0,0,[0002] The present invention was made with Government support under Cooperative Agreement No. DE-FC36-07G017044 awarded by the U.S. Department of Energy. The Government has certain rights in this invention.,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
555,2011,2012,2-Feb-12,US 2012/0024356 A1,"Jonathan Botkin, Simon Graves, Matt Danning, Matthew Culligan",,Solar Mounting/Rack,"13/272,056",PHOTOVOLTAIC MODULE KIT INCLUDING CONNECTOR ASSEMBLY FOR NON-PENETRATING ARRAY INSTALLATION ,12-Oct-11,Individual,,,"(Berkeley, CA)",CA,USA,"A PV module kit for non-penetrating rooftop installation, including a plurality of PV modules and a plurality of connectors. Each of the PV modules includes a PV laminate and a frame forming a mounting region assembled thereto. The connectors include a male connector having a male fastener extending from a head, and a female connector having a female fastener assembled within a head. The heads are entirely formed of plastic. The kit provides a mounted array state including a junction at which the mounting region of at least two of the PV modules are aligned and interconnected by engagement of the male connector with the female connector. The so-formed junction is substantially electrically insulated. The plurality of connectors can further include a spacer connector including a head forming a bore sized to slidably receive the male fastener, with all of the connector heads being identical.",Mounting system with fasteners to reduce roof-top penetration,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120024356%22.PGNR.&OS=DN/20120024356&RS=DN/20120024356,0,0,[0002] This invention was made with Government support under Contract No. DE-FC36-07GO17043 awarded by the United States Department of Energy. The Government has certain rights in this invention.,"[0001] This application is a continuation of U.S. patent application Ser. No. 12/492,680, filed Jun. 26, 2009, which claims the benefit of U.S. Provisional Application No. 61/076,479, filed Jun. 27, 2008, the entire contents of which are hereby incorporated by reference herein. This application also relates to U.S. application Ser. No. 12/492,640 entitled ""Ballasted Photovoltaic Module and Module Arrays"" and bearing attorney docket number S0131US/S812.101.102; U.S. application Ser. No. 12/492,729 entitled ""Photovoltaic Module with Removable Wind Deflector"" and bearing attorney docket number S0133US/S812.103.102; U.S. application Ser. No. 12/492,802 entitled ""Photovoltaic Module and Module Arrays""; and bearing attorney docket number S0134US/S812.104.102; and U.S. application Ser. No. 12/492,838 entitled ""Photovoltaic Module with Drainage Frame"" and bearing attorney docket number S0135US/S812.105.102; all of which were filed on even date herewith and the teachings of each of which are incorporated herein by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
556,2011,2012,16-Feb-12,US 2012/0036717 A1,"Michael A. Belikoff, John Hartelius, Chris Mahn",,Solar Mounting/Rack,"13/283,638",PHOTOVOLTAIC MODULE GROUND MOUNT,28-Oct-11,,,,"(Mendham, NJ)",NJ,USA,"A collapsible photovoltaic module mounting assembly framework for mounting a plurality of photovoltaic modules thereon, comprising a plurality of module support rails each configured to be attached to a portion of a photovoltaic module and a plurality of supporting beams. A first of the supporting beams is positioned under, and pivotally connected to, a first portion of the rails and a second of the supporting beams is positioned under, and pivotally connected to, a second portion of the rails. The supporting beams can be moved to a relative position adjacent to each other by moving the rails from a first orientation substantially perpendicular to the supporting beams to a second orientation substantially oblique to the supporting beams. Further, each supporting beam has a plurality of openings through which a hardware connector can be passed to connect the supporting beam to a support structure.",pre-fab mounting system,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120036717%22.PGNR.&OS=DN/20120036717&RS=DN/20120036717,0,0,,"[0001] This application is a continuation of U.S. patent application Ser. No. 12/794,307, filed Jun. 4, 2010, which claims priority to U.S. Provisional Patent Application No. 61/184,618, filed on Jun. 5, 2009, both of which are incorporated by reference in their entirety.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
557,2011,2012,10-May-12,US 2012/0110931 A1,"Patrina Eiffert, Annett Eiffert",,Solar Mounting/Rack,"13/285,942",ISOLATION MOUNT AND METHODS THEREFOR,31-Oct-11,Individual,,,"(Golden, CO)",CO,USA,An isolation mount comprises a hollow wedge shaped shell having an upper sloped surface and at least three sidewalls extending therefrom to join a surrounding flange. The wedge shaped shell is thermoformed from a rigid plastic material. The upper sloped surface may include stiffening ribs and the shell may include a ballast recess adapted to contain roofing ballast. The inner perimeter portion of a skirt membrane is secured to the surrounding flange and an outer perimeter portion of the skirt extends away from the surrounding flange and is securable to a surface. The inner perimeter portion may be sealed to the surrounding flange. The inner perimeter portion defines a skirt membrane opening leading into a hollow region of the shell such that multiple isolation mounts may be stacked together.,plastic wedge-shaped mount for large scale PV installations,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120110931%22.PGNR.&OS=DN/20120110931&RS=DN/20120110931,0,0,,"[0001] This application is a continuation-in-part of U.S. patent application Ser. No. 12/886,973, filed Sep. 21, 2010, which is a continuation-in-part of U.S. patent application Ser. No. 11/933,902, filed Nov. 1, 2007, now U.S. Pat. No. 7,810,286, the disclosures of which are hereby incorporated by reference in their entireties.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
558,2011,2012,12-Jul-12,US 2012/0174504 A1,Pierino Ferrara,,Solar Mounting/Rack,"13/302,041",ROOFTOP SYSTEM WITH INTEGRATED PHOTOVOLTAIC MODULES AND METHOD FOR CONSTRUCTING THE SAME ,22-Nov-11,Individual,n/a,n/a,"(Tossicia, IT)",,Italy,"This invention provides a novel design of a rooftop with structurally and functionally integrated photovoltaic modules that includes photovoltaic modules, which can be commercially available and which are augmented with additional framing including additional structural and functional layers. The modules are mounted on a grid like supporting structure sitting on vertical elevation structures, such as building walls or columns. The design enables cost reduction, fast installation and improved performance of rooftops with photovoltaic power.",Roof integrated solar cells,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120174504%22.PGNR.&OS=DN/20120174504&RS=DN/20120174504,o,o,,"[0001] This application claims the benefit of U.S. Provisional Application Ser. No. 61/431,901, filed Jan. 12, 2011, entitled ROOFTOP SYSTEM WITH INTEGRATED PHOTOVOLTAIC MODULES AND METHOD FOR CONSTRUCTING THE SAME, the entire disclosure of which is herein incorporated by reference.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
559,2011,2012,15-Mar-12,US 2012/0060902 A1,Kenneth C. Drake,,Solar Mounting/Rack,"13/303,360",SYSTEM AND METHOD FOR FRAMELESS LAMINATED SOLAR PANELS,23-Nov-11,Individual,,,,USA,USA,An apparatus for securing solar panels to a roof includes a photovoltaic cell and a mounting frame sized to receive the photovoltaic cell. The mounting frame is configured to be securely fastened directly to a roof of a structure and form a vapor barrier on the roof.,,Method and devices to fasten solar modules to roofs,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=65&f=G&l=50&d=PG01&s1=mounting.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/photovoltaic&RS=ACLM/mounting+AND+ACLM/photovoltaic,0,0,,"[0001] This application is a Continuation-In-Part application of U.S. patent application Ser. No. 13/008,652, filed Jan. 18, 2011 and titled ""System and Method for Forming Roofing Solar Panels,"" which application claims the benefit under 35 U.S.C. .sctn.119(e) of U.S. Provisional Patent Application No. 61/295,842 filed Jan. 18, 2010 titled ""System and Method for Forming Roofing Solar Panels,"" which applications are incorporated herein by reference in their entireties.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,
560,2011,2012,15/3/2012,US 2012/0061337 A1,"Martin N. Seery, Rodney H. Holland, Jeff Hartnett, Isaac Childress, Todd Pelman",,Solar Mounting/Rack,"13/317,142",Photovoltaic module mounting system,11-Oct-11,,,,"(San Francisco, CA)",CA,USA,"A photovoltaic module mounting system using clamps to attach the modules to a mounting structure, thereby providing a universal mounting structure for use with laminate or framed modules of differing shapes and sizes, from different manufacturers.",rail system for mounting PV panels,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=63&f=G&l=50&d=PG01&s1=mounting.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/photovoltaic&RS=ACLM/mounting+AND+ACLM/photovoltaic,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
561,2011,2012,10-May-12,US 2012/0111393 A1,"Joshua Conley, John Perkins, Wenlai Feng, Thomas Truman, Michael Monaco, Donivan Shetterly",,Solar Mounting/Rack,"13/329,696",INTEGRATED CARTRIDGE FOR ADHESIVE-MOUNTED PHOTOVOLTAIC MODULES,19-Dec-11,Individual,,,"(Sylvania, OH); (Pittstown, NJ)",OH,USA,"A photovoltaic module mounting cartridge has a frame structure for mounting a plurality of photovoltaic modules thereon, the frame structure having supports for engaging with and supporting an associated mounting rail provided on the underside of a photovoltaic module such that the photovoltaic module can be selectively installed or removed from the cartridge. A method of assembling a photovoltaic module mounting cartridge is also described, comprising providing a frame structure, providing a plurality of photovoltaic modules having at least one associated mounting rail, arranging the photovoltaic modules atop the frame structure, and attaching each associated mounting rail to the frame structure.",Cartridge structure to pre-assemble PV cells and modules to ease installation,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120111393%22.PGNR.&OS=DN/20120111393&RS=DN/20120111393,0,0,,"[0001] This application is a continuation-in-part of U.S. patent application Ser. No. 12/957,808, filed Dec. 1, 2010, which is a continuation-in-part of U.S. patent application Ser. Nos. 12/846,621, filed Jul. 29, 2010, 12/846,644, filed Jul. 29, 2010, and 12/846,686, filed Jul. 29, 2010, the disclosures of which are each incorporated by reference herein in their entirety.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
562,2011,2012,3-May-12,US 2012/0107043 A1,Dallas Kellerman,,Solar Mounting/Rack,"13/331,826",ASSEMBLIES FOR CONSTRUCTING SOLAR PANEL MOUNTING SYSTEMS,20-Dec-11,,,,"(Mascoutah, IL)",IL,USA,"Mechanical clips and pier cap assemblies are provided that may be used to construct solar panel mounting frames. The assemblies include a pier cap that is configured to be attached to a top portion of a pier, which includes an opening and a flange stop. The flange stop is configured to support a solar panel mounting frame member. The assemblies further include a clip that has an aperture and a tab, with the tab being configured to be disposed through the opening in the pier cap. The assemblies further include a bolt and a nut, which are used to secure a solar panel mounting frame member to the pier cap.",Devices for mounting solar arrays on roof tops,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120107043%22.PGNR.&OS=DN/20120107043&RS=DN/20120107043,0,0,,,Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
563,2011,2012,29-Dec-11,US 2011/0315192 A1,"Alexander Swatek, Christoph Schöndorfer, Elmar Stöger",,Solar Mounting/Rack; ,"13/168,164",Solar Module,24-Jun-11,Individual,,,(St. Michael),,Austria,"Solar module with a plurality of lamellar solar panels, which are mounted on an elongated support to pivot around a common axis and are movable between a first position in which they are superposed to be substantially congruent and parallel to the support, and a second position in which, opened out in a fan formation, they lie substantially adjacent to one another around the said axis, wherein the support can be extended via a closable opening out of a housing, which receives it with the solar panels in the first position.",,retractable home solar system,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110315192%22.PGNR.&OS=DN/20110315192&RS=DN/20110315192,0,0,,"[0001] The present application claims the priority of Austrian patent application No. A 1097/2010 filed Jun. 29, 2010 the entire contents of which is herein incorporated by reference. Copending is International Patent Application No. PCT/AT 2011/000249 filed Jun. 1, 2011 and claiming the same priority.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,
564,2011,2012,12-Jan-12,US 2012/0006386 A1,"Christopher Stephen Klinga, Scott Franklin",,Solar Mounting/Rack; (Junction Box),"13/180,955",Junction Cover for Photovoltaic Panel Modules,12-Jul-11,Individual,,,"(Boulder, CO)",CO,USA,"A junction cover for a photovoltaic (PV) panel module system that includes a PV panel mounting structure, a rail, a PV module with a junction box and wiring extending between the rail and the junction box. The junction cover encloses the wiring and includes a base section, a nose section and a pair of feet. The base section includes a plate with first and second side walls extending downwardly therefrom to first and second edges to define an interior with an interior surface. The nose section extends from the base section to an open end and has a top wall, two sides formed by the side walls of the base section and an open side. The feet are located on either side of the open end of the nose section and extend therefrom. The feet engage the rail to secure the junction cover in place to enclose the junction box and wiring.",,integrated PV panel junction box intended to protect electrical wiring from elements,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120006386%22.PGNR.&OS=DN/20120006386&RS=DN/20120006386,0,0,,"[0001] This application claims priority from provisional application Ser. No. 61/363,544, filed on Jul. 12, 2010, which claims priority to application Ser. No. 12/743,476, filed on Mar. 12, 2010, which claims priority to provisional application Nos. 61/159,677, filed Mar. 12, 2009 and 61/254,974, filed Oct. 26, 2009, all of which are hereby incorporated by reference herein in their entirety for all purposes.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,
565,2012,2012,14-Jun-12,US 2012/0146573 A1,David J. GOCHENAUR,,Solar Mounting/Rack,"13/404,685",Solar Powered Charging Shelter and System and Method Thereof,24-Feb-12,,,,"Rocky Ridge, MD",MD,USA,A solar powered charging shelter and system and method thereof. The shelter includes a metal standing seam roof and a flush mounted metal frame. The top of the roof has a plurality of solar units that provide power to at least a plurality of retractable electrical outlets or receptacles coupled to either the bottom of the roof or the metal frame. The retractable electrical outlets or receptacles are to provide power to or charge various electrical systems.,,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=21&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,,,,"Continuation of application: 12/787,032  now Patent 8143841",Application Search, Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,,,,FALSE,TRUE,FALSE,,,
566,2012,2012,6-Sep-12,US 2012/0222273 A1,"Ryan D.Abbott, Ronald E. Abbott, Perry L. Kent",,Solar Mounting/Rack,13/470763,"Photovoltaic Mounting System with Locking Connectors, Adjustable Rail Height and Hinge Lock ",14-May-12,,,,,,USA,"A cam-actuated connection device joins rail mounting members of a photovoltaic panel array. The connection device slides within channels of mounting members until the members are in a properly positioned grid. When in position, the connection device is rotated to lock the mounting members in a rigid grid network. The connecting device can be subsequently loosened, repositioned and locked into position. The rail-mounting members create a grid for installation of multiple PV panels. The mounting rail allows the unit to remain relatively compact in nature but still covers a wide range of PV panel thicknesses. The rail system has a hinged connection with the mounting rail that allows an installer to assemble the module in a near perpendicular fashion to the mounting rail, make the required electrical connections and then lower the PV module into its working position. The unit is then locked into its working position.",,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120222273%22.PGNR.&OS=DN/20120222273&RS=DN/20120222273,0,0,,"[0001] This application claims the benefit of U.S. Provisional Application No. 61/054,296 filed May 19, 2008, and U.S. Provisional Application No. 61/090,055 filed Aug. 19, 2008, both of which are incorporated herein by reference.",Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
567,2012,2012,6-Sep-12,US 2012/0223032 A1,"Elie Rothschild, John Humphrey, George H.F. Schnakenberg, III",,Solar Mounting/Rack,13/471050,SOLAR PANEL MOUNTING SYSTEM ,14-May-12,,,,"(San Francisco, CA)",CA,USA,"A solar panel mounting system has a plurality of mounting bases which have upper and lower mounting surfaces. In the minimum configuration, four mounting bases are used. A solar panel module is connected to the top portion of two bases and to the bottom portion so that the solar panel module is mounted at a selected angle. Each of the bases has attachment points which hold insert nuts and allows mounting brackets to be secured along the mounting surfaces. The mounting brackets allow the solar panel modules to be clamped utilizing their frames without additional hardware and to be attached from the top without access to the bottom of the panels. The brackets can be industry standard or specific to the system. The bases stack and nest for easy transport. The mounting bases may be secured to a selected surface using ballasts, mechanical attachments or a combination thereof.",Mounting bases are used to attach PV modules to roofs,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120223032%22.PGNR.&OS=DN/20120223032&RS=DN/20120223032,,,,"[0001] This is a continuation in part of U.S. patent application Ser. No. 12/710,328 filed Feb. 22, 2010, which in turn claims priority to Provisional Application Ser. No. 61/154,002, filed on Feb. 20, 2009, the complete disclosures of each of which are hereby incorporated by reference.",Application ,"""Mounting""(Title) and ""photovoltaic"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
568,2012,2012,28-Jun-12,US 2012/0160991 A1,"Mikhail Kats, Gary D. Hering, Peter Allen Zawadzki, James Sherman",,Solar Mounting/Rack,"13/362,530",TERRESTRIAL SOLAR TRACKING PHOTOVOLTAIC ARRAY WITH CHAIN DRIVE,31-Jan-12,Individual,,,"(Rockaway, NJ)",NJ,USA,The terrestrial solar tracking photovoltaic array includes a longitudinal support that may be constructed of discrete sections. The overall length of the array may be adjusted depending upon the necessary size of the array. A drive may be configured to rotate the longitudinal support in first and second directions about a first axis. Solar cell modules are positioned along the longitudinal support and may each include a rectangular case with a plurality of lenses that are positioned over corresponding receivers. Linkages may be connected to the solar cell modules and are axially movable along the longitudinal support to rotate the solar cell modules within second planes that each orthogonal to the first plane to further track the sun during the course of the day. The array may be configured to facilitate rotation about the first axis. The array may be constructed with a center of gravity of the array to extending through the longitudinal support.,,Mount is part of tracking system,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120160991%22.PGNR.&OS=DN/20120160991&RS=DN/20120160991,0,0,,"[0001] The present application is a continuation-in-part of U.S. patent application Ser. No. 12/478,567 filed Jun. 4, 2009, which in turn is a continuation-in-part of U.S. patent application Ser. No. 12/257,670 filed Oct. 24, 2008, both applications being herein incorporated by reference in their entirety.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,
