No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Classification Numbers,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations Granted Patent (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,SUBGROUP Inverter-Monitoring,Miscellaneous,Filing Year,Filing Date
10,2006,24-Oct-06,2-Jun-05,US 2005/0116671 A1,"Masahiro Minami, Hiroaki Ichikawa, Masahito Kawai, Yukio Murai, Kaoru Nakajima","Ebara Corporation, Fuji Electric Holdings Co., Ltd.",Solar Inverter,7126294,318/139; 323/299; 323/906; 363/55; 363/60; 363/95; 363/98,"Method and device for controlling photovoltaic inverter, and feed water device",29-Jan-03,Established ,,,Tokyo,,Japan,"A photovoltaic inverter control method includes steps of monitoring a variation in output voltage of a solar battery by a power and voltage monitoring circuit (51) and, when the variation occurs, accelerating or decelerating an electric motor (3) to maximize the output voltage of the solar battery (1), whereby the electric motor for driving, for example, a pump and a fan by the solar battery as a power source can be driven by a photovoltaic inverter always at the maximum power point of the solar battery.",Method of controlling PV inverters to manage voltage,,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7126294,16,6,,,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2003,29/01/2003
19,2007,2-Jan-07,5-Jan-06,US 2006/0000178 A1,Charles Almy,Powerlight Corp,Solar Mounting/Rack ,7155870,52/544; 52/173.3; 52/546; 52/551; 248/222.12; 248/225.11,Shingle assembly with support bracket," Jun 18, 2004",,,geospatial measurement,"Berkeley, CA",CA,USA,"A shingle system, mountable to a support surface, includes overlapping shingle assemblies. Each shingle assembly comprises a support bracket, having upper and lower ends, secured to a shingle body. The upper end has an upper support portion, extending away from the shingle body, and an upper support-surface-engaging part, engageable with a support surface so that the upper edge of the shingle body is positionable at a first distance from the support surface to create a first gap therebetween. The lower end has a lower support portion extending away from the lower surface. The support brackets create: (1) a second gap between shingle bodies of the first and second shingle assemblies, and (2) an open region beneath the first shingle assembly fluidly coupling the first and second gaps.",mounting system for roof shingles integrated with PV cells,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=116&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/mounting+AND+ACLM/,22,1,,This invention was made with State of California support under California Energy Commission contract number 500-00-034. The Energy Commission has certain rights to this invention.,Patent Search,"""Mounting"" (claims) and ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2004," Jun 18, 2004"
15,2007,2 Jan 07,6-Oct-05,US 2005/0217665 A1,Gregg Frederick Luconi,"Energy Innovations, Inc.",Solar Mounting/Rack  ,7156088,126/696 ; 126/684; 248/166,Solar collector mounting array,2 Jun 05,Start-up,Privately owned,PV systems maker,"Pasadena, CA",CA,USA,"A solar collector structural support system that affixes to a mounting surface without penetrating the mounting surface is disclosed. The invention in the preferred embodiment includes a junction element adapted to receive: a plurality of leg members; at least one footing adapted to engage frictionally a mounting surface; and a structural support member; wherein a first junction element of the plurality of junction elements receives: a proximal end of a first leg member and a first structural support member. In addition, the junction element may be adapted to receive a ballast element and the ballast element may be adapted to engage a leg member.",PV mounting system where the PV cells can stand up ,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7156088.PN.&OS=PN/7156088&RS=PN/7156088,14,4,,"This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/576,770 filed Jun. 2, 2004, entitled ""ROOFTOP CONCENTRATOR,"" which is hereby incorporated herein for all purposes and this application is a continuation-in-part of Non-provisional patent application Ser. No. 11/042,031 filed Jan. 24, 2005 entitled ""SELF-BALASTING SOLAR COLLECTOR"" which claims the benefit of U.S. Provisional Patent Application Ser. No. 60/612,592 filed Sep. 22, 2004, entitled ""APPARATUS FOR REDIRECTING PARALLEL RAYS USING SIMPLE RIGID TRANSLATION,"" of U.S. Non-provisional patent application Ser. No. 11/058,023 filed Feb. 14, 2005, entitled ""APPARATUS FOR REDIRECTING PARALLEL RAYS USING RIGID TRANSLATION,"" and of U.S. Provisional Patent Application Ser. No. 60/557,738 filed Mar. 30, 2004, entitled NON-PENETRATING ROOF-MOUNTED TRACKING SOLAR COLLECTOR,"" both of which are hereby incorporated by reference herein for all purposes.",Patent Search,"""Mounting"" (title) and ""Solar"" (Title)",Utility,,,Yes,TRUE,,http://www.idealab.com/our_companies/show/all/energy_innovations,Company was sold off at a loss,FALSE,TRUE,FALSE,,,,2005,02/06/2005
13,2007,2-Jan-07,6-Jan-05,US 2005/0002214 A1,"Duo Deng, Anil Tuladhar, Kenneth J. Farkas, Kerry E. Grand",Ballard Power Systems Corporation,Solar Inverter,7158395,363/95,"Method and apparatus for tracking maximum power point for inverters, for example, in photovoltaic applications ",30-Apr-04,Established ,Publicly Traded,Fuel-cell and back up power manufacturer,"Dearborn, MI",MI,USA," A power system employs an outer voltage feedback loop and an inner current feedback loop to control a power converter, such as a DC to AC inverter for transferring electrical power between a power source, for example a photovoltaic array, and a load, for example a power grid. The outer loop accommodates variations in the output of the power source, for example accommodating anomalies in IV characteristics such as IV droop characteristic associated with photovoltaic cells. The outer loop may employ a first control regime or a second control regime, for example, dependent on whether a DC bus voltage or power is smaller than a value corresponding to measurement resolution or expected noise. ",Inverter power efficiency,,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7158395,38,14,,,Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,TRUE,FALSE,FALSE,,,,2004,30/04/2004
14,2007,9-Jan-07,25-Mar-04,US 2004/0056768 A1,"Masaaki Matsushita, Akiharu Takabayashi, Masahiro Mori, Ayako Shiomi, Chinchou Lim, Takaaki Mukai",Canon Kabushiki Kaisha,Solar Inverter; Solar Monitoring,7161082,136/244; 136/290,Photovoltaic power generation systems and methods of controlling photovoltaic power generation systems,15-Sep-03,Established ,Publicly Traded,Electronics and optical Technology,Tokyo,,Japan,"There are provided a restricted area including an area in which solar cell modules are installed, a preventer for preventing intrusion of an intruder into the restricted area, and a detector capable of detecting the intrusion of the intruder into the restricted area, and a predetermined electric shock preventer is activated by a signal outputted from the detector upon detection of the intruder to prevent the intruder from receiving an electric shock.",,System to stop intrusion or interference with PV system,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7161082,2,3,,,Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,,TRUE,,,,TRUE,FALSE,TRUE,,,,2003,15/09/2003
90,2007,5 Mar 03,01-Dec-00,US 2004/0239525 A1 ,Ikutaro Kobayashi,NEC Corporation,Solar Monitoring,7187277,340/539.1 ; 340/506; 340/539.12; 340/539.13; 340/539.19,Monitoring terminal device,26 Mar 00,Established ,Publicly Traded,Metal building fabricators,Tokyo,N/A,Japan,"A monitoring terminal device is provided which is capable of reducing its power consumption to a minimum and of being fully operated even indoors by using a solar cell as a power source. In the monitoring terminal device including a sensor unit, the transmitting unit to transmit, by wireless, a sensor monitoring output, and a control unit which control the sensor unit and the transmitting unit, further including a power supply section, when only state change of object to be monitored, that is, a output of the sensor unit is detected the control unit and the transmitting unit are started to transmit monitoring information by the sensor unit. When the sensor unit and the generating section are not activated supply of power to the sensor unit and the generating section is stopped and the control unit by itself is put into standby state, which enables reduction of power consumption to a minimum. This ensures a operation of the monitoring terminal device even in an environment in which power is not supplied from the outside. ",Power system monitoring,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7187277.PN.&OS=PN/7187277&RS=PN/7187277,1,1,,,Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,26/03/2000
18,2007,5-Jun-07,28-Jul-05,US 2005/0162018 A1,"Richard A. Realmuto, Benjamin Hartman",Nextek Power Systems Inc,Solar Inverter,7227278,307/44; 307/45; 307/46; 307/80,Multiple bi-directional input/output power control system ,21-Jan-04,Start-up,Privately owned,Thin-film solarpanel maker,"Hauppauge, NY",NY,USA,"A multiple bi-directional input/output power control system includes a network of functional blocks housed in a single enclosure, providing DC power to one or more DC loads, and providing control and internal pathways, sharing one or more AC and/or DC power inputs. The system feeds back AC power from the DC power source into an AC input connection, and the fed-back AC power is shared by other AC loads. The system operates at least one alternative source of DC in a dynamic manner, allowing maximization of power generating capability at respective specific operating conditions of the moment.",Inverter that converts DC for DC power uses before converting to AC  ,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=133&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,12,17,,Continuation Application: related to patents: 7872375; ,Patent Search,"""Inverter"" (claims) ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,TRUE,FALSE,TRUE,TRUE,,,2004,21/01/2004
88,2007,11 Jun 03,09-Feb-01,US 2005/0030177 A1,"Andre Albsmeier, Wolf-Eckhart Bulst, Klaus Pistor, Frank Schmidt, Oliver Sczesny",Enocean GmbH,Solar Monitoring,7230532,340/539.26 ; 340/425.5; 340/443; 340/500; 340/870.01,Wireless sensor system ,30 Sep 98,Established ,Privately Owned,Energy harvesting wireless technology,Oberhaching,N/A,Germany,"A sensor system (S, S') having a least one voltage generator (1, 11, 12, 13) for conversion of non-electrical energy to electrical energy. At least one energy store (2) is connected downstream from the voltage generator (1, 11, 12, 13). At least one voltage converter (3) is connected to the energy store (2) such that its output signal is suitable for operation of a processor controller (4). At least one sensor (7, 71) is provided, and at least one transmitter (5) enables wire-free transmission of transmission messages which can be produced by the processor controller (4) and which contain at least one measured value from the at least one sensor (7, 71). A timer circuit (6) is provided, which can be triggered as a function of a voltage level of the at least one energy store (2), and which activates the sensor system (S) in order to transmit at least one transmission message after a specific time interval. ",Sensor system for solar monitoring,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7230532.PN.&OS=PN/7230532&RS=PN/7230532,1,9,,"11/805,520 claims benefit",Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,30/09/1998
12,2007,14-Aug-07,30-Dec-04,US 2004/0264225 A1,"Vijay Bhavaraju, Kerry E. Grand, Anil Tuladhar",Ballard Power Systems Corporation,Solar Inverter,7256566,320/101,Method and apparatus for determining a maximum power point of photovoltaic cells,30-Apr-04,Established ,Publicly Traded,Fuel-cell and back up power manufacturer,"Dearborn, MI",MI,USA,"The maximum power point (MPP) of a photovoltaic array that can be coupled to power inverter is determined. A capacitor on a DC-bus side of the inverter is used as a load from which I-V characteristics of the photovoltaic array can be generated. The photovoltaic array is connected to the capacitor, which has been previously discharged by a bleed down resistor. Short circuit current, open circuit voltage, and values of current and voltage as the capacitor charges are determined and used to generate I-V characteristics of the photovoltaic array. From the I-V characteristics, the MPP can be calculated.",,Inverter is part of the method for maximizing energy production,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7256566,28,5,,,Patent Search,Inverter (claims) Photovoltaic (claims),Utility,,,Yes,,TRUE,,,TRUE,FALSE,FALSE,,,,2004,30/04/2004
21,2007,28-Aug-07,23-Jan-06,US 2003/0015637 A1,John E. Liebendorfer,"UniRac, Inc.",Solar Mounting/Rack  ,7260918,52/173.3; 52/460; 136/244,Apparatus and method for positioning a module on an object,4-Apr-02,Established ,Privately owned,Electronics maker,"Albuquerque, NM",NM,USA,"A system for removably and adjustably mounting a device on an object is provided. The system for removably and adjustably mounting a device on an object, according to the present invention, includes an apparatus and method useful for removably and adjustably mounting one or more photovoltaic modules on an object such as a pole or roof, and includes one or more triple track rails. Also included are one or more connector brackets that are demountably attachable to the one or more triple track rails and to the object.",method for adjusting and removing solar panels from a rail-system on roofs,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/7260918,13,0,,"Applicant claims priority to this continuation-in-part nonprovisional patent application based on the copending provisional United States patent application filed by the same applicant and sole inventor named in this application filed in the United States Patent and Trademark Office on Jul. 20, 2001, application Ser. No. 09/910,655.",Patent Search,"""Mounting"" (claims) and ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2002,04/04/2002
17,2007,25-Sep-07,7-Dec-06,US 2006/0276938 A1,Craig Howard Miller,Gridpoint Inc. ,Solar Inverter; Solar Monitoring,7274975,700/295; 700/296,Optimized energy management system,6-Jun-05,Start-up,Privately owned,Renewable energy systems,"Washington, DC",DC,USA,"Methods and systems are provided for optimizing the control of energy supply and demand. An energy control unit includes one or more algorithms for scheduling the control of energy consumption devices on the basis of variables relating to forecast energy supply and demand. Devices for which energy consumption can be scheduled or deferred are activated during periods of cheapest energy usage. Battery storage and alternative energy sources (e.g., photovoltaic cells) are activated to sell energy to the power grid during periods that are determined to correspond to favorable cost conditions.",,Device that can manage energy supply from PV or other sources and demand form appliances and other systems. ,http://www.google.com/patents?id=J22EAAAAEBAJ&zoom=4&dq=%22solar%20inverter%22&pg=PA1#v=onepage&q=%22solar%20inverter%22&f=false,39,22,,,Patent Search,"""Solar Inverter""",Utility,,,,,TRUE,,,TRUE,FALSE,TRUE,,TRUE,,2005,06/06/2005
20,2007,20-Nov-07,15-Sep-05,US 2005/0199278 A1,Peter Aschenbrenner,Sunpower Corporation,Solar Mounting/Rack  ,7297866,136/246; 52/173.3; 136/243,Ventilated photovoltaic module frame,15-Mar-04,Established ,Publicly Traded,PV modules and innovation,"San Jose, CA",CA,USA,"In one embodiment, a photovoltaic frame assembly comprises a photovoltaic module and a frame having a plurality of air vents. The air vents allow air to flow into the frame and thereby cool the photovoltaic module. The frame may be installed in-line with another such frame to allow air flow between frames. The air vents may be located within a perimeter of the frame to allow for structural integrity while remaining aesthetically pleasing. The frame may include an inner lip, an outer lip, or both to provide different mounting options to accommodate different sites. The frame may comprise a plurality of frame members, such as extrusions including the air vents.",PV frames contain air vents to induce better circulation,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=110&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/mounting+AND+ACLM/,7,6,,,Patent Search,"""Mounting"" (claims) and ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2004,15/03/2004
13,2007,10 Dec 03,Publication information unavailable,Publication information unavailable,"Stephen E. Meder, Olivier A. Pennetier, David M. Ansberry, I Meco Indriaja Marcus Brunner",University of Hawaii,Site Assessment,7305983,126/621 ; 33/1DD; 73/170.27,Assessment of solar energy potential on existing buildings in a region ,1-Jul-00,,Educational ,Solar mounting and rack manufacturer,"Honolulu, HI",HI, USA,"A method for assessing solar insolation potential upon existing building rooftops in a given region comprises: (a) computing Global Horizontal Insolation values based on topographical Digital Elevation Model (DEM) data for the region; computing a Sky Transmissivity parameter as it affects Global Horizontal Insolation based on available climate and cloud cover data for the region; (c) applying an Albedo parameter for ground reflectivity and scattering to determine Diffuse Insolation values; (d) applying a Shading Coefficient based on measuring shadow surface areas in relation to total area from aerial photographs of the region over defined times and periods; (e) determining Total Building Roof Area based on image analysis of aerial photographs of the region, and applying a typical roof slope factor; (f) estimating typical Roof Slope, Type, and Orientation (azimuth) selected from a defined set (vocabulary) of rooftop types based on a visual survey of the region; and (g) calculating Total Building Rooftop Insolation Potential for the given region based the values determined. ",Method for evaluating solar site potential,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=505&f=G&l=50&d=PTXT&s1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+OR+%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29%29+AND+%28%28%28%28%28%28%28%28%28mapping.CLTX.+or+mapping.DCTX.%29+OR+%28estimation.CLTX.+or+estimation.DCTX.%29%29+OR+%28obstruction.CLTX.+or+obstruction.DCTX.%29%29+OR+%28potential.CLTX.+or+potential.DCTX.%29%29+OR+%28site.CLTX.+or+site.DCTX.%29%29+OR+%28terrain.CLTX.+or+terrain.DCTX.%29%29+OR+%28access.CLTX.+or+access.DCTX.%29%29+OR+%28azimuth.CLTX.+or+azimuth.DCTX.%29%29+OR+%28survey.CLTX.+or+survey.DCTX.%29%29%29&p=11&OS=+%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29&RS=%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29,5,3,,,Patent Search,"""Solar"" (claims) or ""Photovoltaic"" (Claims) AND ""Mapping"" (claims) or ""Estimation"" (claims) or ""Obstruction"" or ""Potential"" (claims) or ""Site"" or ""Terrain"" (claims) or ""Access"" (claims) or ""Azimuth"" (claims) or ""Survey"" (claims)",Utility,,,Yes,,,,,,,,TRUE,,,,01/07/2000
16,2007,11-Dec-07,10-Aug-06,US 2006/0174931 A1,"Donald R. Mapes, David J. Aitchison, Larry G. Crosser, James B. Foote, Benjamin L. Richie, Jr.","First Solar, Inc.",Solar Mounting/Rack  ,7307209,136/251; 52/173.3; 136/244,Photovoltaic array ,9-Sep-03,Established ,Publicly Traded,Solar systems manufacturer,"Perrysburg, OH",OH,USA,"A photovoltaic array includes a plurality of elongated rails and rectangular photovoltaic modules. Each rail can have an extruded resin construction and can include a lower base and an upper cap that cooperate to define a pair of grooves that open in opposite directions from each other. The elongated rails can be mounted on a support surface and extend in a spaced and parallel relationship with each other. During mounting, edges of the photovoltaic modules can be received by the grooves. In this way, the photovoltaic modules can be mounted above the support surface in a spaced relationship from the support surface.",System of rails for mounting PV arrays,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=109&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/mounting+AND+ACLM/,7,11,,"This application is a continuation of U.S. Application No. PCT/US02/36743, filed Nov. 15, 2002, which claims priority to U.S. Application No. 60/380,862, filed May 17, 2002, and is a continuation-in-part of U.S. application Ser. No. 09/993,875, filed Nov. 16, 2001, now U.S. Pat. No. 6,617,507, each of which is incorporated by reference in its entirety.",Patent Search,"""Mounting"" (claims) and ""Photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,,2003,09/09/2003
87,2007,17 Dec 03,10-Jan-03,US 2007/0008171 A1 ,Eric L. Bowman,Assignment informaiton unavailable,Solar Monitoring,7310052,340/870.02 ; 340/531; 340/870.03; 340/870.05; 370/401; 382/100,Wireless meter-reading system and methods thereof ,5 Jul 01,Unknown,Unknown,Unknown,"Henderson, NV",NV,USA, A wireless meter-reading system includes a utility meter having a housing and a face and a recording device located in the housing. The recording device is adapted to read and convert data located on a portion of the face to wirelessly transmittable data. A power source coupled to the recording device permits continuous and instantaneous capture of the wirelessly transmittable data from the face of the utility meter by the recording device. A communication device provided for wirelessly receiving and transmitting data between a consumer site and a utility provider site facilitates monitoring of the face of the utility meter by the consumer site and by the utility provider site. A method for allowing a consumer to join a secured wireless network of a utility provider comprises the consumer paying a fee to the utility provider. Both the consumer and the utility provider benefit from this arrangement.,Communication of system data,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7310052.PN.&OS=PN/7310052&RS=PN/7310052,3,3,,,Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,05/07/2001
39,2008,29-Jan-08,12-Jul-07,US 2007/0159866 A1,Kasemsam Siri,,Solar Inverter,7324361,363/95,Solar array inverter with maximum power tracking,19-Mar-07,Individual,,"inverters, PV monitoring","Torrance, CA",CA,USA,"An inverter for use in connecting a DC power source to the utility grid includes a single DC-AC conversion stage, maximum (source) power tracking, and current control based on feed-forward compensation as a function of input power voltage error, rectified utility line voltage, and a scaled inverse of RMS utility line voltage. Various topologies of the inverter power stage are developed for bi-directional power-flow operation after those developed for unidirectional power-flow operation. Various embodiments also include over-voltage protection, over-current protection, under-voltage protection, over-temperature protection, and stand-by battery with battery management control, while still others are adapted for a multiple-channel front-end distributed power system with distributed maximum power tracking for serving as a single DC power source input to the inverter system downstream with controllers, emergency or auxiliary loads, and alternative current feedback control systems. Improved control architectures are developed with bipolar sensing of the inverter output current and a bipolar sinusoidal reference signal.",Inverter is equipped with MMPT for voltage control in grid connections,,http://www.google.com/patents?id=H5WnAAAAEBAJ&zoom=4&dq=Solar%20Racking&pg=PA1#v=onepage&q&f=false,15,14,,,Patent Search,Solar Inverter,Utility,Yes,,,TRUE,,,,TRUE,FALSE,FALSE,,,,2007,19/03/2007
86,2008,18 Feb 04,19-Apr-02,US 2006/0085167 A1,"Donald B. Warfield, Paul Garvison",BP Corporation North America Inc. ,Solar Monitoring,7333916,702/182,Performance monitor for a photovoltaic supply ,1 Apr 00,Established ,Publicly traded,Oil & gas,"Warrenville, IL",IL,USA,"A method and apparatus is disclosed for monitoring the performance of a solar powered electrical supply where the supply comprises an array of photovoltaic cells that are mounted on a building. In one embodiment, the apparatus comprises: a device for producing a signal representative of solar irradiance; circuitry for computing a running performance signal by using at least the irradiance signal and a measure of the electrical power supplied to the load from the array; a radio for broadcasting the performance signal; and a portable unit for receiving the performance signal from the radio and for visually displaying the performance signal, power production, and electrical utility usage. ",Solar power supply monitor,,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7333916.PN.&OS=PN/7333916&RS=PN/7333916,0,1,,,Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,01/04/2000
85,2008,25 Feb 04,08-Feb-02,US 2006/0028354 A1,"Ezra Green, Robert Dockweiler, William O'Connor",Carbon 612 Corporation,Solar Monitoring,7336201,340/870.02 ; 340/870.2; 340/870.28; 700/22; 700/286,Remote access energy meter system and method,7 Jul 01,Start-up,Privately Owned,Solar monitorning components,"Mineola, NY",NY,USA,"A remote energy meter system and method is provided having a meter server and a client module located remotely from the meter server. The meter server communicates with the client via a wireless communications link to recover energy production parameter values. The remote energy meter system preferably provides real-time and automated monitoring of, at least, energy production and system failure parameters. ","real-time and automated Monitoring of, at least, energy production and system failure parameters",,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7336201.PN.&OS=PN/7336201&RS=PN/7336201,3,25,,"12/070,925 claims benefit",Patent Search,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Utility,,(ACLM/solar AND (ACLM/monitor OR ACLM/monitoring)) OR (ACLM/photovoltaic AND (ACLM/monitor OR ACLM/monitoring)),Yes,TRUE,,,,,,TRUE,,,,,07/07/2001
